order_id,order_date, Customer ID ,product_category,product_price,quantity,total_price
11077,2024-06-19,C0212,Electronics ,6912.0,4,27648
11078,26/09/2024,ID_037,Clothing,7701.0,2,15402
11079,2024-07-27,ID_179,Beauty,5939.0,3,17817
11080,2024-07-11,C0042,Electronics ,8868.0,1,8868
11081,2024-08-20,ID_359,BOOKS,3321.0,3,9963
11082,2024-09-13,C0270,Electronics ,9524.0,2,19048
11083,05/07/2024,ID_240,Clothing,6063.0,2,12126
11084,2024-07-05,C0245,Beauty,6007.0,4,24028
11085,2024-06-16,C0113,Electronics ,1220.0,3,3660
11086,2024-08-24,C0141,Clothing,2400.0,2,4800
11087,2024-06-14,C0165,Clothing,3780.0,3,11340
11088,2024-07-10,C0107,N/A,5196.0,1,5196
11089,2024-09-06,C0094,Beauty,3185.0,1,3185
11090,2024-07-07,ID_105,Electronics ,7195.0,2,14390
11091,2024-09-06,C0174,Home,3269.0,2,6538
11092,2024-07-31,ID_267,Home,7048.0,2,14096
11093,2024-06-23,C0041,Clothing,7381.0,1,7381
11094,2024-06-17,C0233,Clothing,3379.0,4,13516
11095,2024-08-12,C0063,BOOKS,5937.0,2,11874
11096,2024-09-20,ID_362,BOOKS,6091.0,4,24364
11097,15/06/2024,ID_232,Clothing,8596.0,2,17192
11098,2024-09-07,ID_041,Electronics ,4029.0,4,16116
11099,2024-07-01,ID_102,Clothing,6740.0,4,26960
11100,2024-09-10,C0258,Electronics ,9736.0,1,9736
11101,2024-08-26,ID_219,BOOKS,,4,1876
11102,2024-06-25,C0085,Electronics ,387.0,2,774
11103,2024-09-03,C0208,Clothing,3403.0,2,6806
11104,2024-08-25,C0103,BOOKS,8558.0,2,17116
11105,2024-06-07,C0044,Clothing,6985.0,2,13970
11106,2024-09-28,ID_072,Electronics ,7396.0,2,14792
11107,2024-08-09,ID_090,Beauty,,4,37732
11108,2024-09-21,C0147,Beauty,8374.0,1,8374
11109,2024-09-26,ID_254,Beauty,8553.0,1,8553
11110,2024-06-10,C0138,Electronics ,137.0,1,137
11111,20/07/2024,C0358,N/A,8882.0,2,17764
11112,2024-07-02,C0237,BOOKS,7002.0,2,14004
11113,2024-06-03,ID_145,Beauty,660.0,2,1320
11114,2024-09-11,C0262,Home,3611.0,1,3611
11115,2024-06-14,ID_224,Electronics ,,4,24372
11116,2024-06-16,C0230,Clothing,8959.0,2,17918
11117,2024-07-11,C0011,Electronics ,4843.0,2,9686
11118,2024-09-27,C0128,BOOKS,483.0,4,1932
11119,2024-09-21,ID_058,Beauty,1657.0,1,1657
11120,2024-08-29,C0044,Electronics ,1823.0,2,3646
11121,2024-06-13,C0201,BOOKS,6777.0,1,6777
11122,2024-07-03,C0059,BOOKS,9707.0,4,38828
11123,2024-07-03,ID_267,Electronics ,1385.0,2,2770
11124,2024-08-18,C0229,BOOKS,6494.0,3,19482
11125,2024-07-26,ID_054,Home,2401.0,3,7203
11126,2024-06-06,C0275,BOOKS,9679.0,2,19358
11127,2024-07-01,C0016,Beauty,5664.0,2,11328
11128,2024-06-23,C0346,Beauty,5927.0,1,5927
11129,2024-08-29,ID_357,Beauty,4609.0,4,18436
11130,2024-08-31,ID_034,BOOKS,760.0,2,1520
11131,2024-08-18,C0257,Beauty,9539.0,4,38156
11132,28/08/2024,C0341,Home,4696.0,2,9392
11133,06/07/2024,ID_247,Clothing,4138.0,1,4138
11134,2024-08-08,ID_251,Home,5354.0,2,10708
11135,2024-06-25,C0164,Electronics ,540.0,1,540
11136,2024-07-09,C0356,Electronics ,8914.0,1,8914
11137,2024-06-13,ID_200,Clothing,5257.0,3,15771
11138,2024-08-06,ID_116,Beauty,3218.0,2,6436
11139,2024-08-03,C0067,Beauty,6224.0,4,24896
11140,2024-08-20,C0117,Clothing,1216.0,4,4864
11141,2024-08-13,ID_144,Beauty,3787.0,2,7574
11142,2024-06-18,C0262,BOOKS,4371.0,2,8742
11143,2024-06-26,C0342,Home,7831.0,2,15662
11144,07/09/2024,ID_168,BOOKS,2160.0,1,2160
11145,2024-09-20,ID_021,Clothing,427.0,2,854
11146,2024-06-19,ID_219,Beauty,9668.0,3,29004
11147,2024-06-24,ID_121,Beauty,5860.0,1,5860
11148,2024-07-25,ID_133,Home,,1,1185
11149,2024-09-20,ID_276,Home,1014.0,2,2028
11150,2024-06-25,C0190,N/A,1027.0,3,3081
11151,09/08/2024,ID_329,Beauty,9728.0,4,38912
11152,2024-09-18,C0363,BOOKS,6768.0,3,20304
11153,2024-08-14,ID_145,Home,5691.0,2,11382
11154,08/09/2024,C0235,Clothing,3002.0,3,9006
11155,11/08/2024,C0063,Clothing,6098.0,1,6098
11156,2024-06-22,ID_026,Home,,3,23925
11157,2024-09-17,ID_274,BOOKS,6778.0,2,13556
11158,2024-09-24,C0318,Beauty,6960.0,2,13920
11159,2024-07-13,ID_286,BOOKS,6864.0,3,20592
11160,2024-06-30,ID_278,Beauty,1671.0,1,1671
11161,2024-08-28,C0108,Home,7005.0,1,7005
11162,2024-06-25,ID_022,BOOKS,9783.0,1,9783
11163,2024-07-25,ID_284,BOOKS,8056.0,1,8056
11164,13/09/2024,ID_165,Clothing,7297.0,4,29188
11165,2024-06-20,C0087,Beauty,5397.0,2,10794
11166,2024-07-16,C0074,Electronics ,,4,28928
11167,2024-06-19,C0327,Home,9807.0,4,39228
11168,29/06/2024,C0121,Clothing,2508.0,1,2508
11169,2024-09-29,ID_249,Electronics ,198.0,2,396
11170,2024-08-29,C0050,Electronics ,4480.0,1,4480
11171,2024-08-04,ID_344,Home,7928.0,3,23784
11172,2024-06-22,C0350,Beauty,154.0,1,154
11173,2024-07-16,ID_290,Home,5457.0,3,16371
11174,2024-09-12,C0124,Electronics ,8480.0,3,25440
11175,15/08/2024,ID_183,Clothing,4713.0,3,14139
11176,2024-09-07,C0066,Electronics ,3055.0,3,9165
11177,2024-08-10,ID_015,Beauty,1609.0,1,1609
11178,2024-09-19,ID_216,Beauty,4827.0,1,4827
11179,2024-07-05,C0345,Electronics ,5914.0,2,11828
11180,2024-07-11,ID_334,Electronics ,5787.0,2,11574
11181,2024-07-14,C0181,N/A,9756.0,4,39024
11182,13/08/2024,C0001,Electronics ,7761.0,2,15522
11183,2024-08-18,C0368,Clothing,1534.0,2,3068
11184,2024-07-14,C0075,BOOKS,3786.0,3,11358
11185,2024-06-28,ID_316,Beauty,4698.0,2,9396
11186,04/09/2024,ID_022,BOOKS,8136.0,2,16272
11187,11/07/2024,C0186,Electronics ,6045.0,1,6045
11188,22/08/2024,ID_222,BOOKS,1609.0,3,4827
11189,2024-08-17,ID_082,Clothing,1983.0,2,3966
11190,07/09/2024,ID_172,Clothing,3592.0,4,14368
11191,2024-07-28,C0282,BOOKS,6975.0,1,6975
11192,20/07/2024,C0287,Home,5284.0,2,10568
11193,2024-08-01,ID_054,Clothing,6051.0,4,24204
11194,2024-07-20,ID_023,BOOKS,9672.0,1,9672
11195,2024-09-11,C0311,Electronics ,8540.0,2,17080
11196,11/07/2024,C0287,Home,7681.0,2,15362
11197,2024-09-30,C0071,BOOKS,7937.0,2,15874
11198,29/08/2024,ID_213,N/A,,2,16556
11199,2024-07-25,ID_167,BOOKS,5887.0,4,23548
11200,2024-06-24,C0108,Home,6797.0,1,6797
11201,07/07/2024,C0317,BOOKS,8292.0,3,24876
11202,2024-06-17,C0221,Home,3446.0,2,6892
11203,2024-08-01,ID_178,Clothing,540.0,2,1080
11204,2024-08-25,C0096,Clothing,,1,4061
11205,2024-07-17,C0294,BOOKS,3701.0,3,11103
11206,2024-06-18,ID_291,Beauty,9435.0,4,37740
11207,2024-06-04,ID_331,Beauty,4558.0,4,18232
11208,08/06/2024,C0272,BOOKS,1677.0,1,1677
11209,2024-07-27,ID_171,N/A,9717.0,2,19434
11210,2024-08-04,ID_096,BOOKS,6353.0,4,25412
11211,17/08/2024,ID_108,Home,7568.0,2,15136
11212,2024-07-20,ID_314,BOOKS,5718.0,2,11436
11213,25/06/2024,C0207,Home,6039.0,1,6039
11214,2024-09-04,ID_076,Electronics ,9117.0,2,18234
11215,2024-06-05,C0267,Beauty,8949.0,4,35796
11216,2024-07-29,C0096,Electronics ,6841.0,1,6841
11217,2024-08-02,ID_078,BOOKS,3168.0,1,3168
11218,14/07/2024,C0018,Home,2396.0,3,7188
11219,2024-07-01,ID_207,Clothing,6204.0,2,12408
11220,18/09/2024,ID_255,Home,4752.0,1,4752
11221,2024-09-17,ID_203,BOOKS,7013.0,4,28052
11222,25/09/2024,C0131,Electronics ,7946.0,2,15892
11223,2024-09-10,C0348,Beauty,3637.0,4,14548
11224,2024-06-14,C0321,Electronics ,9365.0,3,28095
11225,10/08/2024,ID_138,Beauty,6641.0,4,26564
11226,2024-06-01,C0166,BOOKS,8582.0,1,8582
11227,2024-06-12,C0014,Beauty,1495.0,4,5980
11228,2024-06-17,ID_341,Electronics ,7427.0,1,7427
11229,2024-07-17,ID_173,Home,4906.0,2,9812
11230,2024-06-21,ID_100,Home,9589.0,4,38356
11231,2024-08-09,C0033,BOOKS,,2,14072
11232,07/07/2024,C0244,BOOKS,1191.0,4,4764
11233,2024-07-13,C0061,Clothing,5970.0,1,5970
11234,2024-07-30,ID_370,Clothing,2137.0,3,6411
11235,2024-06-14,C0038,Electronics ,1706.0,1,1706
11236,2024-09-27,ID_271,BOOKS,7171.0,2,14342
11237,2024-07-15,C0142,Home,4896.0,4,19584
11238,2024-07-18,C0103,Beauty,6452.0,1,6452
11239,2024-08-08,C0030,Home,3498.0,4,13992
11240,2024-08-08,C0062,BOOKS,6712.0,2,13424
11241,2024-06-29,ID_109,Electronics ,,3,16107
11242,2024-07-15,C0042,Home,8219.0,1,8219
11243,20/09/2024,C0259,Clothing,122.0,3,366
11244,02/08/2024,ID_144,BOOKS,3044.0,2,6088
11245,2024-07-16,C0030,Clothing,557.0,4,2228
11246,2024-07-31,C0125,BOOKS,1171.0,4,4684
11247,2024-09-17,C0023,Home,4739.0,2,9478
11248,17/06/2024,C0205,Beauty,8564.0,3,25692
11249,16/07/2024,ID_340,Electronics ,572.0,4,2288
11250,15/08/2024,C0182,Clothing,228.0,4,912
11251,2024-06-28,ID_020,Home,7450.0,2,14900
11252,2024-08-22,C0197,Electronics ,,2,18818
11253,29/09/2024,C0236,Electronics ,4025.0,1,4025
11254,13/06/2024,C0276,N/A,1172.0,2,2344
11255,2024-09-25,C0199,Clothing,4522.0,3,13566
11256,2024-09-05,ID_136,Clothing,8252.0,4,33008
11257,2024-09-25,ID_257,Beauty,3001.0,1,3001
11258,2024-06-15,C0139,Beauty,5003.0,1,5003
11259,2024-07-31,C0327,Electronics ,6604.0,1,6604
11260,22/09/2024,ID_334,Home,2534.0,4,10136
11261,03/07/2024,ID_252,Home,9812.0,1,9812
11262,2024-09-20,ID_180,Electronics ,7259.0,3,21777
11263,27/07/2024,ID_134,BOOKS,3757.0,4,15028
11264,2024-09-12,C0338,Home,4638.0,3,13914
11265,22/09/2024,C0283,Home,8011.0,1,8011
11266,2024-09-04,ID_249,BOOKS,,3,13848
11267,2024-08-22,ID_234,Home,7830.0,2,15660
11268,28/09/2024,ID_258,Electronics ,891.0,2,1782
11269,2024-06-19,ID_017,Home,7619.0,2,15238
11270,03/09/2024,C0029,N/A,1951.0,3,5853
11271,2024-07-22,C0082,Beauty,5772.0,3,17316
11272,2024-08-02,ID_068,Electronics ,7901.0,3,23703
11273,2024-07-04,C0299,BOOKS,3049.0,1,3049
11274,2024-09-13,C0335,Electronics ,7738.0,1,7738
11275,2024-09-18,ID_082,Electronics ,3993.0,1,3993
11276,2024-06-24,ID_359,Electronics ,6398.0,1,6398
11277,2024-08-20,ID_110,BOOKS,9425.0,3,28275
11278,2024-09-05,ID_165,Beauty,3525.0,3,10575
11279,2024-06-29,C0001,Home,9726.0,3,29178
11280,2024-07-18,ID_300,Beauty,5124.0,3,15372
11281,2024-09-29,ID_204,Clothing,2999.0,4,11996
11282,03/09/2024,C0135,BOOKS,4839.0,4,19356
11283,2024-06-13,ID_209,Clothing,2039.0,4,8156
11284,2024-06-19,ID_249,Electronics ,5832.0,3,17496
11285,09/09/2024,C0255,N/A,1673.0,3,5019
11286,2024-09-28,ID_017,Beauty,2317.0,3,6951
11287,17/06/2024,ID_045,BOOKS,4680.0,1,4680
11288,2024-06-24,ID_189,Home,467.0,3,1401
11289,2024-08-08,ID_010,Home,7332.0,4,29328
11290,2024-09-05,ID_288,Clothing,9071.0,4,36284
11291,2024-08-25,ID_350,Clothing,8034.0,1,8034
11292,20/08/2024,ID_258,BOOKS,5349.0,4,21396
11293,2024-07-23,C0303,Electronics ,4502.0,3,13506
11294,31/08/2024,ID_338,Electronics ,8953.0,2,17906
11295,2024-06-05,ID_227,BOOKS,8319.0,4,33276
11296,2024-07-14,C0293,Electronics ,,4,20472
11297,2024-09-14,ID_286,BOOKS,1715.0,1,1715
11298,2024-09-05,ID_116,Clothing,626.0,4,2504
11299,04/09/2024,C0190,BOOKS,5601.0,3,16803
11300,27/09/2024,C0199,BOOKS,1049.0,1,1049
11301,2024-06-23,ID_047,Electronics ,2018.0,4,8072
11302,2024-06-02,C0271,Clothing,5053.0,1,5053
11303,2024-06-05,ID_320,Electronics ,2061.0,3,6183
11304,13/06/2024,C0358,Beauty,1796.0,1,1796
11305,2024-08-06,C0082,BOOKS,1836.0,4,7344
11306,2024-06-18,ID_237,Beauty,6251.0,3,18753
11307,2024-06-26,C0363,Electronics ,130.0,2,260
11308,21/07/2024,ID_206,Clothing,1345.0,4,5380
11309,2024-09-17,ID_245,Home,4969.0,2,9938
11310,2024-08-24,ID_302,Beauty,8123.0,4,32492
11311,2024-08-09,C0037,Home,2220.0,4,8880
11312,2024-09-19,C0054,Home,,2,4286
11313,2024-06-04,C0347,Home,626.0,3,1878
11314,06/09/2024,C0181,Beauty,3043.0,4,12172
11315,30/07/2024,C0282,Beauty,8338.0,4,33352
11316,2024-08-12,C0262,Beauty,9685.0,2,19370
11317,2024-07-06,C0181,Beauty,2298.0,1,2298
11318,2024-07-03,C0214,Electronics ,9894.0,3,29682
11319,2024-07-23,ID_072,Clothing,8917.0,3,26751
11320,2024-07-22,C0187,Clothing,,4,30416
11321,02/07/2024,ID_034,Clothing,3873.0,4,15492
11322,2024-06-09,ID_339,Clothing,9762.0,1,9762
11323,2024-08-01,C0221,Home,2829.0,2,5658
11324,20/08/2024,C0133,Home,5105.0,1,5105
11325,2024-09-25,C0327,Beauty,7029.0,1,7029
11326,28/06/2024,ID_178,Beauty,951.0,2,1902
11327,12/07/2024,ID_141,BOOKS,6303.0,2,12606
11328,2024-08-13,C0242,Home,9099.0,1,9099
11329,2024-09-30,C0162,Beauty,9549.0,3,28647
11330,2024-07-21,C0261,Clothing,7400.0,1,7400
11331,2024-08-27,ID_011,Clothing,6839.0,3,20517
11332,2024-09-01,C0024,Beauty,8099.0,3,24297
11333,12/07/2024,C0168,Beauty,1816.0,3,5448
11334,27/06/2024,C0102,Beauty,7052.0,4,28208
11335,2024-09-14,C0302,Clothing,6453.0,3,19359
11336,2024-08-24,ID_350,BOOKS,,3,25059
11337,2024-06-27,C0219,Beauty,5725.0,2,11450
11338,2024-07-04,C0355,Clothing,7748.0,3,23244
11339,2024-07-29,C0081,Beauty,5830.0,1,5830
11340,2024-06-03,ID_059,Electronics ,119.0,3,357
11341,2024-07-23,ID_015,Beauty,7295.0,2,14590
11342,26/07/2024,ID_061,BOOKS,4289.0,1,4289
11343,2024-06-07,C0332,Electronics ,2593.0,4,10372
11344,2024-06-22,ID_359,Beauty,7732.0,3,23196
11345,2024-09-19,ID_271,Electronics ,6057.0,4,24228
11346,18/09/2024,ID_270,Home,6376.0,2,12752
11347,2024-08-05,C0208,Beauty,1016.0,3,3048
11348,2024-09-07,ID_316,BOOKS,4214.0,4,16856
11349,2024-06-11,ID_168,N/A,1217.0,4,4868
11350,07/06/2024,ID_010,Home,9954.0,3,29862
11351,07/06/2024,C0320,N/A,1888.0,2,3776
11352,2024-06-08,C0032,Beauty,4955.0,2,9910
11353,2024-07-09,ID_024,Home,7875.0,4,31500
11354,2024-06-20,ID_140,Clothing,273.0,4,1092
11355,2024-07-26,C0324,Electronics ,9219.0,3,27657
11356,2024-06-30,ID_112,Beauty,5342.0,1,5342
11357,20/08/2024,C0006,Beauty,6621.0,1,6621
11358,2024-06-06,ID_225,N/A,6111.0,3,18333
11359,2024-09-06,ID_117,Beauty,7498.0,2,14996
11360,2024-09-09,C0316,Beauty,2779.0,2,5558
11361,03/06/2024,C0176,N/A,9331.0,4,37324
11362,2024-07-01,ID_300,BOOKS,5192.0,3,15576
11363,04/07/2024,C0373,Beauty,3807.0,3,11421
11364,2024-09-23,C0277,Electronics ,4125.0,2,8250
11365,2024-06-19,C0199,Beauty,6288.0,4,25152
11366,04/07/2024,ID_084,Beauty,5006.0,1,5006
11367,06/09/2024,ID_365,Clothing,6954.0,3,20862
11368,2024-07-18,C0286,Clothing,6779.0,3,20337
11369,2024-07-01,C0327,Clothing,,1,8048
11370,2024-09-10,C0245,BOOKS,,2,2318
11371,2024-06-02,ID_087,BOOKS,7775.0,2,15550
11372,2024-09-11,ID_037,Electronics ,,1,7516
11373,2024-09-10,ID_278,BOOKS,3969.0,2,7938
11374,2024-07-14,ID_302,Electronics ,2248.0,4,8992
11375,2024-07-08,ID_293,Beauty,6455.0,1,6455
11376,13/06/2024,ID_116,BOOKS,5566.0,1,5566
11377,19/06/2024,ID_348,BOOKS,1990.0,1,1990
11378,2024-09-07,ID_233,Clothing,3903.0,1,3903
11379,2024-06-26,ID_197,Beauty,8556.0,2,17112
11380,2024-07-15,ID_091,BOOKS,3045.0,2,6090
11381,2024-08-02,C0155,Home,2777.0,3,8331
11382,2024-07-04,C0336,Home,5303.0,2,10606
11383,2024-09-10,ID_295,BOOKS,7825.0,2,15650
11384,2024-06-01,C0254,Electronics ,8042.0,1,8042
11385,2024-06-10,C0022,Electronics ,4942.0,3,14826
11386,2024-08-18,C0262,BOOKS,8004.0,1,8004
11387,2024-09-11,ID_003,Electronics ,9548.0,3,28644
11388,2024-07-16,ID_268,Electronics ,410.0,1,410
11389,2024-06-19,ID_239,Home,9967.0,1,9967
11390,2024-09-25,C0275,Home,5567.0,3,16701
11391,2024-09-27,ID_163,Home,2986.0,4,11944
11392,2024-06-18,ID_054,Home,8840.0,4,35360
11393,2024-09-08,C0111,BOOKS,9149.0,1,9149
11394,2024-08-22,C0287,Beauty,8391.0,3,25173
11395,2024-09-07,C0166,Electronics ,1150.0,1,1150
11396,23/08/2024,ID_363,Home,1549.0,1,1549
11397,09/08/2024,ID_119,Home,4923.0,3,14769
11398,07/07/2024,C0035,Clothing,,4,8116
11399,2024-08-08,ID_362,Home,9925.0,1,9925
11400,2024-07-06,C0161,Beauty,8022.0,4,32088
11401,2024-07-12,ID_302,Electronics ,5854.0,2,11708
11402,2024-07-19,ID_098,BOOKS,5168.0,4,20672
11403,03/06/2024,ID_177,BOOKS,2152.0,3,6456
11404,2024-09-07,C0024,Electronics ,2204.0,4,8816
11405,2024-07-12,ID_225,BOOKS,5219.0,3,15657
11406,2024-08-10,ID_339,Beauty,3121.0,2,6242
11407,2024-06-17,C0210,Beauty,3071.0,4,12284
11408,2024-07-16,C0219,Electronics ,6878.0,1,6878
11409,2024-09-28,C0313,Home,9425.0,2,18850
11410,2024-07-27,ID_223,Electronics ,318.0,2,636
11411,2024-07-20,C0263,Electronics ,5613.0,4,22452
11412,2024-08-19,ID_337,Beauty,5602.0,2,11204
11413,2024-09-01,ID_126,Beauty,3625.0,3,10875
11414,2024-09-01,ID_177,Home,4331.0,4,17324
11415,2024-06-17,ID_156,Electronics ,5632.0,1,5632
11416,28/07/2024,ID_224,Electronics ,932.0,4,3728
11417,2024-09-21,ID_238,BOOKS,1770.0,3,5310
11418,2024-07-28,ID_081,BOOKS,9182.0,1,9182
11419,19/06/2024,C0249,Clothing,2911.0,2,5822
11420,14/07/2024,ID_089,Clothing,9394.0,2,18788
11421,2024-06-28,ID_001,Home,3373.0,4,13492
11422,2024-07-22,C0139,Electronics ,287.0,1,287
11423,2024-07-20,C0364,Home,,4,5908
11424,19/06/2024,C0039,Beauty,4488.0,2,8976
11425,2024-06-06,C0237,Clothing,6257.0,1,6257
11426,2024-09-11,C0258,Electronics ,6365.0,2,12730
11427,2024-09-03,ID_302,Electronics ,2715.0,4,10860
11428,15/06/2024,C0169,Home,2255.0,3,6765
11429,2024-08-26,C0143,Beauty,2277.0,2,4554
11430,2024-08-17,C0041,N/A,559.0,2,1118
11431,2024-08-10,ID_252,Home,7600.0,2,15200
11432,2024-09-24,ID_249,Beauty,1552.0,2,3104
11433,2024-08-12,C0032,Clothing,118.0,2,236
11434,2024-07-15,C0177,Clothing,1338.0,2,2676
11435,2024-06-15,C0077,Home,651.0,2,1302
11436,26/06/2024,ID_241,Electronics ,9275.0,3,27825
11437,02/07/2024,C0138,BOOKS,9109.0,1,9109
11438,2024-09-20,C0136,Clothing,9237.0,4,36948
11439,2024-08-24,C0087,Beauty,7787.0,4,31148
11440,2024-06-28,ID_213,Beauty,1058.0,2,2116
11441,2024-09-19,ID_063,Home,2805.0,4,11220
11442,2024-06-18,C0345,Electronics ,3998.0,3,11994
11443,31/08/2024,C0032,Electronics ,121.0,3,363
11444,2024-06-27,ID_295,N/A,6636.0,4,26544
11445,2024-09-18,C0126,Clothing,9559.0,3,28677
11446,2024-06-06,ID_004,Electronics ,5219.0,3,15657
11447,2024-09-16,C0199,Beauty,119.0,4,476
11448,14/06/2024,ID_365,Beauty,3066.0,1,3066
11449,12/06/2024,ID_316,Electronics ,4130.0,1,4130
11450,2024-07-21,ID_300,Beauty,9348.0,4,37392
11451,2024-06-17,C0035,BOOKS,1934.0,3,5802
11452,2024-06-02,ID_243,Clothing,9594.0,4,38376
11453,2024-08-26,ID_015,Home,6125.0,2,12250
11454,2024-09-30,C0229,Electronics ,7583.0,4,30332
11455,10/09/2024,C0131,Home,,1,1047
11456,2024-06-27,C0261,Electronics ,5631.0,3,16893
11457,01/09/2024,C0070,Electronics ,3064.0,4,12256
11458,2024-09-19,C0230,N/A,5121.0,2,10242
11459,2024-07-21,C0106,Beauty,4067.0,3,12201
11460,2024-09-30,C0220,N/A,1078.0,3,3234
11461,2024-08-13,ID_207,Beauty,,2,12220
11462,2024-07-13,ID_314,Beauty,4407.0,3,13221
11463,2024-08-23,C0177,Electronics ,3606.0,4,14424
11464,08/06/2024,ID_059,Clothing,3759.0,2,7518
11465,2024-08-25,ID_246,BOOKS,8083.0,4,32332
11466,2024-09-01,C0241,Clothing,7042.0,1,7042
11467,2024-07-21,C0279,BOOKS,4984.0,1,4984
11468,2024-08-03,C0341,BOOKS,7788.0,4,31152
11469,30/09/2024,C0066,Home,604.0,1,604
11470,01/09/2024,C0156,BOOKS,8687.0,2,17374
11471,2024-07-01,C0081,Clothing,6425.0,3,19275
11472,2024-09-29,ID_167,Beauty,6803.0,3,20409
11473,14/09/2024,ID_163,Home,9779.0,3,29337
11474,06/08/2024,ID_095,Electronics ,2987.0,3,8961
11475,2024-09-25,ID_202,Clothing,,1,8525
11476,2024-06-29,ID_024,Electronics ,2231.0,2,4462
11477,2024-06-13,C0292,Beauty,5022.0,3,15066
11478,21/06/2024,ID_039,N/A,8011.0,2,16022
11479,2024-08-24,ID_176,Beauty,3199.0,4,12796
11480,21/09/2024,ID_328,Electronics ,2917.0,4,11668
11481,2024-07-03,C0080,BOOKS,1141.0,1,1141
11482,2024-09-08,ID_081,Electronics ,5774.0,2,11548
11483,2024-07-17,C0065,BOOKS,9551.0,1,9551
11484,21/07/2024,ID_260,Home,7374.0,4,29496
11485,2024-09-10,ID_278,Electronics ,8820.0,2,17640
11486,12/07/2024,ID_108,Beauty,346.0,1,346
11487,2024-08-28,ID_251,Beauty,6537.0,3,19611
11488,2024-07-09,ID_153,Clothing,7794.0,1,7794
11489,2024-09-07,ID_298,Home,9099.0,1,9099
11490,04/08/2024,ID_331,BOOKS,9468.0,3,28404
11491,2024-06-02,C0357,Electronics ,7927.0,1,7927
11492,2024-06-11,C0019,Beauty,7303.0,3,21909
11493,2024-09-11,C0211,Beauty,1518.0,2,3036
11494,2024-06-29,ID_076,BOOKS,6008.0,1,6008
11495,28/06/2024,ID_090,Beauty,3366.0,4,13464
11496,2024-08-26,C0230,Electronics ,2037.0,1,2037
11497,09/06/2024,ID_141,Home,221.0,1,221
11498,2024-08-11,ID_208,BOOKS,4380.0,4,17520
11499,2024-07-05,ID_186,N/A,1992.0,4,7968
11500,2024-09-23,ID_372,Home,5781.0,1,5781
11501,17/07/2024,C0174,Clothing,5025.0,3,15075
11502,2024-07-26,ID_320,Beauty,6644.0,1,6644
11503,2024-07-03,ID_035,Electronics ,187.0,2,374
11504,2024-08-07,C0317,Clothing,6419.0,4,25676
11505,2024-06-24,ID_280,Home,2028.0,1,2028
11506,2024-07-16,C0300,Electronics ,1039.0,1,1039
11507,2024-09-04,ID_073,BOOKS,2019.0,4,8076
11508,11/09/2024,ID_325,Electronics ,5802.0,2,11604
11509,15/08/2024,ID_069,Electronics ,6817.0,3,20451
11510,2024-08-15,C0186,Clothing,6504.0,1,6504
11511,09/09/2024,C0257,Beauty,4122.0,2,8244
11512,16/09/2024,ID_317,Electronics ,1060.0,1,1060
11513,2024-08-05,ID_165,Home,8237.0,3,24711
11514,2024-06-18,C0301,Clothing,8827.0,1,8827
11515,2024-07-02,ID_046,Clothing,9313.0,2,18626
11516,2024-07-19,C0013,Clothing,8416.0,1,8416
11517,2024-08-03,ID_088,Electronics ,4485.0,2,8970
11518,2024-06-14,C0349,Electronics ,7918.0,4,31672
11519,2024-08-24,ID_055,Electronics ,6380.0,2,12760
11520,2024-06-11,ID_112,Beauty,1394.0,4,5576
11521,2024-06-29,ID_366,Clothing,5026.0,3,15078
11522,2024-07-27,C0230,Beauty,9275.0,4,37100
11523,15/08/2024,C0304,Clothing,7798.0,1,7798
11524,29/06/2024,ID_372,BOOKS,4398.0,4,17592
11525,2024-06-02,C0320,BOOKS,488.0,1,488
11526,2024-09-25,C0073,Home,9282.0,1,9282
11527,04/07/2024,ID_124,Clothing,2429.0,4,9716
11528,2024-07-23,ID_307,Beauty,1557.0,3,4671
11529,10/06/2024,ID_352,Home,3692.0,3,11076
11530,2024-08-26,ID_367,Electronics ,8196.0,1,8196
11531,2024-06-22,ID_083,Beauty,5692.0,3,17076
11532,2024-09-01,ID_307,BOOKS,4540.0,1,4540
11533,2024-08-19,C0198,Beauty,3055.0,2,6110
11534,2024-08-23,C0134,Beauty,3111.0,3,9333
11535,01/07/2024,ID_138,Beauty,2511.0,4,10044
11536,2024-07-31,ID_250,Home,5946.0,1,5946
11537,2024-09-10,ID_333,Clothing,2506.0,4,10024
11538,2024-06-25,ID_113,BOOKS,6460.0,3,19380
11539,2024-07-24,ID_319,BOOKS,3315.0,3,9945
11540,2024-06-06,C0208,Electronics ,4547.0,3,13641
11541,2024-06-01,C0090,BOOKS,219.0,4,876
11542,2024-06-07,ID_203,Home,1686.0,4,6744
11543,2024-09-15,C0237,Electronics ,,2,9312
11544,18/06/2024,C0096,Clothing,4610.0,1,4610
11545,2024-07-13,C0112,Clothing,5121.0,1,5121
11546,2024-08-04,ID_141,Home,7482.0,4,29928
11547,2024-09-30,C0060,Electronics ,6012.0,2,12024
11548,2024-06-06,ID_334,Home,3385.0,2,6770
11549,2024-06-17,C0365,Beauty,9295.0,4,37180
11550,2024-07-19,C0310,Beauty,8531.0,1,8531
11551,2024-06-03,C0143,BOOKS,,4,21104
11552,2024-06-18,ID_174,Beauty,7141.0,4,28564
11553,03/06/2024,ID_358,Beauty,973.0,3,2919
11554,2024-07-30,C0242,Clothing,1392.0,2,2784
