trAnsaCtion_id,STOre_id,CAShiEr_id,transaction_time,item_count,payment_method,uSeD_cOupon,stOre_reGIOn,totAL_aMOunT
TX001458,S005,C007,2025-02-11 22:00:00,11,Cash,True,East,204.78
TX001459,S005,C018,2025-02-02 12:00:00,4,QR,False,West,196.72
TX001460,S004,C024,2025-03-11 04:00:00,2,Credit,False,East,70.9
TX001461,S002,C021,2025-03-11 10:00:00,5,Cash,True,North,86.82
TX001462,S001,C001,2025-01-25 06:00:00,14,Credit,True,South,784.99
TX001463,S003,C003,2024-12-03 00:00:00,9,Credit,True,East,137.74
TX001464,S005,C025,2025-03-11 06:00:00,12,QR,False,North,434.53
TX001465,S003,C021,2025-01-29 02:00:00,9,Points,True,North,364.76
TX001466,S001,C008,2025-04-07 00:00:00,7,Credit,True,North,419.64
TX001467,S005,C001,2025-03-09 16:00:00,12,QR,True,East,204.55
TX001468,S003,C030,2024-12-15 16:00:00,8,Points,True,South,325.42
TX001469,S001,C007,2024-12-24 16:00:00,13,Points,False,East,439.87
TX001470,S003,C007,2024-12-06 04:00:00,14,Cash,False,North,319.98
TX001471,S002,C008,2025-02-22 12:00:00,5,Cash,True,North,285.55
TX001472,S001,C019,2025-01-25 02:00:00,5,Credit,False,North,247.71
TX001473,S003,C017,2025-01-25 10:00:00,12,Cash,False,West,586.23
TX001474,S002,C011,2024-12-13 22:00:00,3,QR,True,East,164.88
TX001475,S002,C015,2025-04-04 08:00:00,6,QR,False,South,277.51
TX001476,S001,C009,2025-02-28 08:00:00,1,Cash,True,East,35.34
TX001477,S004,C017,2025-02-19 12:00:00,3,QR,True,North,88.73
TX001478,S005,C011,2025-02-09 16:00:00,11,QR,False,North,497.27
TX001479,S001,C006,2025-03-03 06:00:00,2,Credit,True,West,80.28
TX001480,S002,C009,2025-03-26 08:00:00,7,Credit,True,North,260.01
TX001481,S002,C030,2025-01-27 08:00:00,9,QR,True,East,355.08
TX001482,S001,C018,2024-12-13 06:00:00,4,Cash,True,East,171.07
TX001483,S004,C020,2025-04-17 18:00:00,7,QR,False,East,409.05
TX001484,S005,C002,2024-12-29 10:00:00,8,Points,True,North,381.26
TX001485,S003,C004,2025-01-09 14:00:00,10,Points,False,West,188.22
TX001486,S001,C018,2025-03-01 12:00:00,2,Points,False,East,66.68
TX001487,S005,C028,2025-04-23 16:00:00,7,Credit,False,South,307.38
TX001488,S005,C001,2025-03-26 06:00:00,13,Cash,True,South,244.18
TX001489,S002,C011,2025-01-16 16:00:00,12,QR,False,South,679.62
TX001490,S003,C003,2024-12-28 04:00:00,3,Cash,False,East,41.55
TX001491,S001,C008,2025-04-29 08:00:00,8,Cash,False,West,324.39
TX001492,S002,C005,2025-04-26 14:00:00,6,Cash,False,North,352.78
TX001493,S002,C020,2025-03-08 00:00:00,3,Points,False,West,139.18
TX001494,S004,C021,2025-02-21 10:00:00,8,QR,False,North,350.9
TX001495,S005,C022,2024-12-18 20:00:00,11,Credit,False,North,658.58
TX001496,S001,C022,2025-01-06 04:00:00,13,Cash,True,North,644.67
TX001497,S001,C005,2025-02-18 06:00:00,3,Cash,True,North,175.54
TX001498,S001,C028,2025-01-30 04:00:00,9,Points,False,East,404.5
TX001499,S002,C011,2025-03-22 18:00:00,11,Points,False,South,476.0
TX001500,S004,C012,2024-12-03 14:00:00,3,QR,True,East,144.39
TX001501,S003,C022,2025-01-25 18:00:00,1,Credit,False,West,19.44
TX001502,S002,C009,2024-12-24 16:00:00,13,Credit,False,North,653.76
TX001503,S003,C021,2025-03-21 16:00:00,2,Points,True,East,117.01
TX001504,S004,C013,2025-01-05 16:00:00,4,QR,False,East,162.33
TX001505,S005,C022,2025-04-05 00:00:00,13,Cash,False,East,138.03
TX001506,S001,C020,2024-12-24 18:00:00,11,QR,False,North,149.65
TX001507,S003,C029,2025-03-08 06:00:00,2,Credit,False,North,43.47
TX001508,S002,C003,2025-03-31 14:00:00,4,Points,True,North,138.22
TX001509,S003,C013,2025-02-25 20:00:00,4,Cash,False,East,122.75
TX001510,S005,C028,2024-12-02 10:00:00,4,Cash,False,East,235.84
TX001511,S001,C022,2025-02-03 00:00:00,1,Credit,True,West,57.28
TX001512,S003,C011,2025-01-19 02:00:00,9,Cash,True,South,266.73
TX001513,S005,C011,2025-03-27 04:00:00,10,QR,False,South,497.16
TX001514,S002,C021,2025-03-10 20:00:00,11,Credit,False,North,460.0
TX001515,S004,C020,2025-02-23 02:00:00,7,Credit,False,South,155.1
TX001516,S002,C021,2024-12-17 02:00:00,2,Cash,False,North,113.12
TX001517,S001,C007,2025-01-11 18:00:00,3,Credit,False,North,68.93
TX001518,S002,C017,2025-02-21 06:00:00,13,Points,False,East,695.72
TX001519,S002,C016,2025-03-05 16:00:00,8,QR,False,South,335.06
TX001520,S002,C014,2024-12-10 10:00:00,7,Credit,True,West,287.39
TX001521,S002,C001,2025-03-14 18:00:00,4,Points,True,North,207.68
TX001522,S001,C011,2025-04-21 18:00:00,4,Cash,False,North,138.86
TX001523,S005,C013,2025-02-17 20:00:00,9,Credit,False,West,474.02
TX001524,S003,C001,2025-02-08 04:00:00,5,Points,False,South,187.56
TX001525,S004,C002,2025-04-18 22:00:00,14,Cash,False,West,829.25
TX001526,S003,C009,2025-03-18 06:00:00,13,Points,False,South,558.95
TX001527,S003,C013,2025-02-16 00:00:00,11,Cash,False,South,315.73
TX001528,S004,C005,2024-12-05 12:00:00,5,QR,True,South,240.84
TX001529,S001,C030,2025-04-18 20:00:00,7,Credit,True,South,248.46
TX001530,S004,C009,2025-02-05 14:00:00,1,QR,False,South,50.3
TX001531,S001,C013,2025-02-03 18:00:00,3,QR,False,South,155.02
TX001532,S003,C005,2025-04-03 10:00:00,2,Credit,False,North,81.69
TX001533,S001,C015,2024-12-14 10:00:00,11,QR,True,East,589.7
TX001534,S005,C030,2025-03-27 22:00:00,10,QR,True,North,301.71
TX001535,S004,C007,2024-12-08 04:00:00,6,Points,True,North,77.21
TX001536,S005,C014,2024-12-05 12:00:00,11,Cash,False,West,474.46
TX001537,S003,C030,2025-04-04 22:00:00,12,QR,True,East,578.67
TX001538,S004,C016,2025-03-11 02:00:00,6,Credit,False,East,81.84
TX001539,S003,C006,2025-03-28 20:00:00,10,Points,False,East,485.45
TX001540,S005,C002,2025-03-25 08:00:00,1,Cash,False,South,41.96
TX001541,S003,C016,2025-02-24 22:00:00,14,QR,False,South,221.49
TX001542,S004,C019,2025-02-08 08:00:00,14,QR,True,South,517.96
TX001543,S004,C005,2024-12-27 00:00:00,6,Credit,False,North,92.62
TX001544,S003,C004,2025-02-02 04:00:00,10,QR,False,East,260.81
TX001545,S004,C014,2025-01-06 20:00:00,2,Credit,True,East,100.4
TX001546,S004,C027,2025-04-29 04:00:00,11,QR,False,North,165.43
TX001547,S003,C006,2024-12-28 06:00:00,4,QR,False,South,131.88
TX001548,S005,C008,2025-02-28 18:00:00,6,Credit,False,West,241.71
TX001549,S004,C024,2025-02-02 08:00:00,3,Cash,True,East,171.08
TX001550,S004,C003,2025-03-16 04:00:00,3,Points,False,North,140.59
TX001551,S004,C004,2025-03-15 08:00:00,12,Credit,False,South,203.55
TX001552,S004,C001,2025-01-18 04:00:00,3,Cash,True,North,175.33
TX001553,S003,C002,2025-02-28 12:00:00,4,Cash,False,West,135.59
TX001554,S005,C013,2025-04-16 00:00:00,9,Credit,False,West,256.37
TX001555,S005,C009,2025-04-15 14:00:00,4,Points,False,South,65.74
TX001556,S001,C012,2025-02-22 20:00:00,13,Credit,False,North,736.76
TX001557,S004,C010,2025-03-18 06:00:00,4,QR,True,South,157.24
TX001558,S004,C010,2025-03-31 02:00:00,4,QR,True,North,237.6
TX001559,S001,C018,2024-12-08 22:00:00,7,Cash,False,North,130.85
TX001560,S005,C012,2025-03-03 14:00:00,5,QR,True,West,186.46
TX001561,S002,C022,2025-03-02 18:00:00,12,Points,False,North,185.93
TX001562,S002,C030,2025-03-20 06:00:00,2,Credit,False,North,72.43
TX001563,S005,C016,2025-03-06 06:00:00,7,Points,True,West,381.43
TX001564,S004,C023,2025-02-06 18:00:00,3,Cash,False,East,46.4
TX001565,S002,C006,2025-01-10 20:00:00,11,QR,False,East,258.31
TX001566,S003,C024,2025-01-07 14:00:00,1,QR,False,East,44.12
TX001567,S003,C025,2025-04-06 22:00:00,9,Credit,False,East,124.33
TX001568,S001,C024,2024-12-14 16:00:00,5,Points,True,North,163.5
TX001569,S005,C021,2024-12-16 02:00:00,10,Points,True,East,266.53
TX001570,S005,C024,2025-01-09 00:00:00,1,Credit,True,East,51.91
TX001571,S002,C010,2025-02-14 18:00:00,11,QR,True,North,136.99
TX001572,S004,C015,2025-01-31 04:00:00,1,Cash,True,East,53.17
TX001573,S005,C026,2025-02-07 12:00:00,1,Cash,False,East,45.18
TX001574,S002,C009,2025-02-17 14:00:00,12,Credit,True,South,298.31
TX001575,S002,C030,2024-12-01 12:00:00,9,Credit,True,East,179.0
TX001576,S005,C024,2024-12-28 10:00:00,13,Credit,False,South,747.61
TX001577,S002,C002,2025-02-03 12:00:00,8,Points,False,East,301.56
TX001578,S001,C018,2025-04-21 08:00:00,11,QR,False,North,299.63
TX001579,S001,C012,2024-12-13 12:00:00,13,QR,False,East,158.9
TX001580,S005,C003,2025-03-03 08:00:00,13,Credit,False,West,237.76
TX001581,S004,C007,2024-12-13 04:00:00,6,Cash,True,North,239.45
TX001582,S001,C009,2025-04-17 06:00:00,10,Points,True,East,356.55
TX001583,S001,C008,2025-03-28 00:00:00,6,Credit,True,East,287.28
TX001584,S005,C025,2025-02-15 04:00:00,6,Points,False,North,310.45
TX001585,S003,C006,2025-04-10 22:00:00,4,Credit,True,West,119.43
TX001586,S002,C001,2025-03-20 00:00:00,5,Points,False,North,75.23
TX001587,S001,C014,2025-01-28 06:00:00,10,Cash,True,West,495.76
TX001588,S003,C016,2024-12-07 18:00:00,3,Cash,False,North,113.06
TX001589,S004,C028,2025-01-12 18:00:00,3,Cash,True,North,176.97
TX001590,S003,C016,2025-02-06 20:00:00,10,Cash,True,South,498.17
TX001591,S005,C004,2025-01-29 00:00:00,7,QR,False,South,185.18
TX001592,S004,C029,2025-04-08 20:00:00,5,QR,False,North,157.12
TX001593,S004,C006,2025-02-01 02:00:00,8,Points,False,South,174.23
TX001594,S003,C015,2025-02-24 04:00:00,5,Credit,True,East,178.0
TX001595,S005,C028,2025-03-28 10:00:00,12,QR,False,East,546.43
TX001596,S001,C022,2025-01-28 20:00:00,4,Credit,False,East,162.5
TX001597,S003,C008,2025-01-09 04:00:00,14,Points,False,South,379.46
TX001598,S001,C001,2025-03-06 04:00:00,3,Credit,True,South,153.49
TX001599,S003,C013,2025-01-02 22:00:00,12,Cash,False,East,183.04
TX001600,S001,C027,2025-04-09 14:00:00,2,Cash,True,North,34.26
TX001601,S003,C018,2024-12-22 16:00:00,3,QR,True,East,90.62
TX001602,S004,C018,2025-02-06 00:00:00,7,Points,True,South,315.79
TX001603,S002,C013,2025-02-16 18:00:00,8,QR,False,West,357.67
TX001604,S004,C022,2025-03-17 14:00:00,5,QR,True,East,141.63
TX001605,S001,C030,2025-04-26 10:00:00,11,QR,False,East,493.13
TX001606,S005,C014,2025-02-14 08:00:00,1,Points,False,South,13.03
TX001607,S004,C011,2025-03-15 02:00:00,3,Cash,False,South,73.5
TX001608,S002,C007,2025-02-28 16:00:00,4,Cash,True,South,178.75
TX001609,S001,C018,2025-02-17 06:00:00,10,QR,True,South,192.02
TX001610,S004,C021,2025-04-06 22:00:00,13,Credit,True,East,268.26
TX001611,S003,C022,2025-04-07 10:00:00,13,Cash,False,South,186.47
TX001612,S005,C004,2025-02-10 02:00:00,12,Cash,False,West,338.68
TX001613,S001,C017,2025-03-26 14:00:00,4,Points,True,North,204.99
TX001614,S004,C019,2025-03-19 14:00:00,12,Cash,True,South,621.82
TX001615,S001,C014,2025-01-19 08:00:00,1,Cash,False,South,53.12
TX001616,S003,C010,2025-01-29 10:00:00,10,QR,False,East,118.35
TX001617,S002,C025,2025-03-09 10:00:00,9,QR,False,North,537.07
TX001618,S004,C029,2025-01-22 14:00:00,12,Points,False,North,421.58
TX001619,S001,C006,2024-12-05 20:00:00,10,Points,True,North,536.36
TX001620,S001,C018,2025-04-25 20:00:00,4,Credit,True,South,221.02
TX001621,S001,C025,2024-12-11 14:00:00,2,Cash,False,East,71.45
TX001622,S002,C004,2025-01-31 06:00:00,13,QR,True,East,163.21
TX001623,S001,C011,2025-01-30 00:00:00,9,QR,True,South,358.86
TX001624,S005,C013,2025-03-05 20:00:00,14,Cash,False,North,373.87
TX001625,S005,C008,2025-03-13 16:00:00,4,Points,False,North,81.35
TX001626,S001,C010,2025-01-13 18:00:00,4,QR,True,East,76.5
TX001627,S005,C023,2025-01-13 08:00:00,11,Points,False,West,417.6
TX001628,S004,C028,2025-01-15 22:00:00,6,QR,True,South,91.34
TX001629,S005,C011,2024-12-20 16:00:00,8,QR,False,West,408.66
TX001630,S001,C003,2025-03-19 16:00:00,5,Credit,True,West,106.82
TX001631,S003,C015,2025-03-26 04:00:00,12,QR,False,North,449.57
TX001632,S004,C008,2025-03-13 00:00:00,8,Cash,True,West,130.18
TX001633,S002,C020,2025-04-28 10:00:00,1,Cash,False,South,52.98
TX001634,S001,C018,2025-03-19 10:00:00,13,Cash,False,East,579.86
TX001635,S002,C027,2025-03-15 20:00:00,4,Points,False,South,81.3
TX001636,S003,C021,2025-01-11 02:00:00,1,QR,False,South,45.79
TX001637,S002,C001,2024-12-01 06:00:00,3,Points,False,South,42.44
TX001638,S001,C029,2025-01-25 10:00:00,11,Credit,True,South,534.72
TX001639,S001,C024,2025-01-06 18:00:00,7,QR,True,West,241.62
TX001640,S003,C030,2024-12-03 08:00:00,1,Cash,False,North,16.01
TX001641,S001,C008,2025-03-05 08:00:00,5,Credit,True,East,187.62
TX001642,S003,C003,2025-01-20 18:00:00,1,Credit,True,North,20.04
TX001643,S003,C001,2025-04-25 20:00:00,6,QR,False,West,261.83
TX001644,S001,C020,2025-02-06 00:00:00,9,Cash,True,North,408.88
TX001645,S005,C025,2024-12-07 04:00:00,3,Points,True,North,144.13
TX001646,S003,C016,2025-02-08 18:00:00,11,QR,True,West,602.18
TX001647,S001,C009,2025-03-08 10:00:00,11,Cash,True,North,470.22
TX001648,S005,C017,2024-12-11 14:00:00,14,Credit,False,East,484.24
TX001649,S003,C027,2024-12-04 10:00:00,12,QR,True,West,632.54
TX001650,S005,C016,2025-03-25 22:00:00,6,Credit,True,East,329.95
TX001651,S004,C023,2024-12-04 08:00:00,4,Cash,True,North,196.35
TX001652,S004,C006,2025-02-16 18:00:00,6,Points,True,South,342.73
TX001653,S005,C030,2024-12-03 18:00:00,2,Points,False,South,117.94
TX001654,S003,C023,2025-02-25 16:00:00,4,Credit,True,West,90.26
TX001655,S001,C007,2025-04-21 16:00:00,13,Credit,False,South,249.4
TX001656,S002,C024,2025-03-09 00:00:00,13,Credit,False,South,421.59
TX001657,S001,C016,2025-02-22 02:00:00,7,QR,False,South,418.92
TX001658,S002,C008,2025-03-27 18:00:00,11,Cash,False,West,158.66
TX001659,S002,C010,2025-01-18 22:00:00,6,Credit,False,East,273.6
TX001660,S003,C014,2025-04-15 04:00:00,9,Credit,True,South,472.88
TX001661,S005,C011,2025-04-17 16:00:00,11,Credit,True,West,658.05
TX001662,S001,C002,2024-12-29 10:00:00,7,Points,False,East,286.9
TX001663,S005,C012,2024-12-03 04:00:00,1,Credit,False,West,29.0
TX001664,S004,C028,2025-03-20 04:00:00,6,Cash,True,South,109.95
TX001665,S003,C028,2025-01-23 18:00:00,11,Points,True,South,649.97
TX001666,S003,C020,2025-01-30 20:00:00,3,Cash,False,North,168.63
TX001667,S004,C020,2024-12-14 22:00:00,8,Points,True,North,401.81
TX001668,S001,C013,2025-01-20 18:00:00,13,Points,True,North,743.45
TX001669,S004,C015,2024-12-23 06:00:00,1,QR,False,East,13.04
TX001670,S001,C027,2025-04-27 16:00:00,10,Points,False,West,415.75
TX001671,S002,C026,2025-02-07 08:00:00,2,Points,False,East,47.48
TX001672,S003,C012,2025-01-07 20:00:00,3,Cash,False,North,144.84
TX001673,S001,C013,2025-02-14 10:00:00,14,Cash,False,North,207.0
TX001674,S005,C008,2025-04-22 08:00:00,3,Credit,True,South,68.81
TX001675,S005,C016,2025-03-29 16:00:00,7,QR,False,East,367.59
TX001676,S003,C030,2025-02-15 18:00:00,13,Points,True,South,617.14
TX001677,S004,C029,2025-02-20 16:00:00,8,QR,False,South,476.81
TX001678,S004,C029,2025-04-04 22:00:00,9,Credit,False,West,379.79
TX001679,S001,C003,2025-01-28 10:00:00,7,QR,False,North,176.08
TX001680,S004,C028,2025-01-22 18:00:00,8,Points,False,South,299.15
TX001681,S003,C029,2025-04-11 18:00:00,11,Cash,False,South,629.18
TX001682,S001,C013,2025-04-13 06:00:00,6,QR,False,North,255.53
TX001683,S002,C012,2024-12-11 18:00:00,2,Points,True,North,108.15
TX001684,S004,C019,2025-02-23 22:00:00,1,Credit,False,West,11.14
TX001685,S004,C029,2025-03-26 12:00:00,3,Points,False,West,85.43
TX001686,S001,C002,2025-04-24 00:00:00,9,QR,True,South,510.89
TX001687,S005,C001,2025-02-07 04:00:00,13,Points,True,South,155.54
TX001688,S004,C008,2025-01-27 16:00:00,7,Points,False,South,251.69
TX001689,S003,C030,2025-03-20 14:00:00,2,QR,True,East,54.65
TX001690,S004,C009,2025-03-27 04:00:00,14,QR,True,West,592.34
TX001691,S002,C025,2025-02-05 02:00:00,1,Credit,False,South,18.11
TX001692,S004,C027,2024-12-03 08:00:00,2,Points,False,North,85.33
TX001693,S005,C008,2024-12-13 08:00:00,3,Cash,True,West,178.78
TX001694,S004,C021,2025-03-20 22:00:00,14,QR,False,West,329.81
TX001695,S001,C017,2024-12-01 20:00:00,6,Points,True,South,198.43
TX001696,S004,C009,2025-04-07 22:00:00,12,Cash,True,East,137.82
TX001697,S005,C006,2025-01-26 06:00:00,9,Cash,True,South,285.32
TX001698,S001,C028,2025-03-05 16:00:00,8,Points,True,East,242.4
TX001699,S003,C015,2024-12-16 12:00:00,10,Points,False,East,382.35
TX001700,S001,C023,2025-02-06 04:00:00,9,Points,False,North,205.55
TX001701,S002,C024,2025-01-31 22:00:00,11,Cash,False,South,290.76
TX001702,S001,C013,2025-03-15 04:00:00,11,Points,False,East,445.44
TX001703,S003,C021,2025-03-22 02:00:00,8,QR,False,West,443.39
TX001704,S004,C022,2024-12-09 02:00:00,7,Cash,False,South,152.32
TX001705,S001,C012,2024-12-05 12:00:00,6,QR,False,East,263.24
TX001706,S001,C013,2025-01-21 20:00:00,8,QR,False,West,289.55
TX001707,S001,C007,2025-01-25 06:00:00,6,Points,False,North,91.38
TX001708,S001,C023,2025-02-02 02:00:00,2,QR,False,North,76.54
TX001709,S003,C018,2025-01-03 18:00:00,13,Points,False,South,590.73
TX001710,S005,C014,2024-12-06 16:00:00,9,Cash,False,South,359.21
TX001711,S005,C011,2025-03-22 06:00:00,9,QR,True,South,136.99
TX001712,S001,C028,2025-03-20 08:00:00,3,Points,False,South,158.18
TX001713,S003,C014,2025-04-28 18:00:00,9,Credit,False,South,108.45
TX001714,S003,C017,2025-04-10 22:00:00,2,Points,False,East,43.6
TX001715,S001,C024,2025-02-01 12:00:00,12,Credit,False,West,489.43
TX001716,S002,C021,2025-03-08 14:00:00,14,Points,False,South,292.61
TX001717,S001,C026,2025-04-04 04:00:00,3,Credit,True,West,45.27
TX001718,S002,C002,2025-04-26 20:00:00,14,QR,True,East,498.34
TX001719,S001,C019,2025-03-16 14:00:00,6,Credit,False,East,276.74
TX001720,S002,C016,2025-04-06 04:00:00,14,QR,False,East,427.53
TX001721,S002,C022,2025-02-18 18:00:00,4,QR,False,South,179.69
TX001722,S001,C010,2025-04-07 12:00:00,8,Points,True,North,424.26
TX001723,S002,C022,2024-12-31 08:00:00,1,QR,False,North,57.94
TX001724,S004,C008,2025-01-10 02:00:00,13,Cash,False,South,281.62
TX001725,S005,C021,2024-12-17 16:00:00,6,Credit,True,South,241.61
TX001726,S003,C005,2024-12-13 18:00:00,2,Points,True,South,46.69
TX001727,S002,C007,2025-04-02 18:00:00,6,QR,False,East,321.28
TX001728,S002,C026,2025-04-07 00:00:00,14,Credit,False,North,763.2
TX001729,S003,C013,2024-12-07 00:00:00,1,Credit,True,North,26.11
TX001730,S002,C016,2025-01-29 08:00:00,2,Cash,False,West,84.53
TX001731,S003,C030,2024-12-25 14:00:00,9,Credit,False,West,489.45
TX001732,S001,C005,2025-02-25 16:00:00,6,Points,True,North,212.51
TX001733,S004,C016,2025-04-18 16:00:00,8,Points,False,North,368.19
TX001734,S004,C015,2025-03-14 08:00:00,7,QR,True,East,350.3
TX001735,S005,C009,2024-12-06 00:00:00,9,QR,False,West,482.35
TX001736,S002,C022,2025-02-17 04:00:00,9,Points,False,South,321.84
TX001737,S005,C023,2025-04-16 14:00:00,11,Credit,True,East,628.0
TX001738,S001,C012,2024-12-04 10:00:00,4,Credit,True,West,165.79
TX001739,S004,C008,2024-12-03 00:00:00,7,Cash,True,South,123.1
TX001740,S001,C013,2025-02-27 12:00:00,5,QR,True,South,203.11
TX001741,S001,C005,2024-12-11 20:00:00,7,Credit,True,North,174.47
TX001742,S002,C014,2025-04-06 18:00:00,4,Credit,True,North,114.42
TX001743,S001,C016,2025-03-15 08:00:00,12,QR,True,South,605.32
TX001744,S004,C011,2024-12-09 22:00:00,10,Points,True,South,586.67
TX001745,S005,C020,2024-12-15 06:00:00,11,Credit,True,North,588.42
TX001746,S004,C012,2025-04-01 12:00:00,11,Cash,False,North,289.19
TX001747,S002,C015,2025-04-05 02:00:00,1,Credit,False,North,32.68
TX001748,S004,C024,2024-12-09 10:00:00,4,Credit,True,North,236.7
TX001749,S003,C012,2025-02-11 02:00:00,13,Cash,False,West,730.3
TX001750,S005,C026,2025-01-13 14:00:00,10,Points,True,North,588.47
TX001751,S003,C009,2024-12-23 20:00:00,3,Cash,True,East,94.94
TX001752,S003,C001,2025-04-16 08:00:00,9,Cash,False,East,450.25
TX001753,S002,C003,2025-02-27 22:00:00,5,QR,True,East,267.8
TX001754,S001,C012,2025-02-07 00:00:00,4,Credit,True,North,48.85
TX001755,S003,C020,2025-02-18 16:00:00,8,Points,True,South,186.44
TX001756,S004,C013,2025-02-25 16:00:00,5,Credit,True,South,270.87
TX001757,S001,C023,2024-12-28 10:00:00,3,Points,False,West,88.31
TX001758,S004,C006,2025-04-12 16:00:00,2,Cash,True,North,47.86
TX001759,S004,C010,2025-04-06 16:00:00,8,QR,False,East,189.08
TX001760,S001,C010,2024-12-01 22:00:00,12,Cash,False,South,345.24
TX001761,S001,C016,2025-03-22 18:00:00,2,Credit,True,North,44.4
TX001762,S004,C027,2025-04-14 14:00:00,14,QR,False,East,142.35
TX001763,S002,C001,2024-12-18 22:00:00,8,QR,False,East,149.04
TX001764,S005,C016,2024-12-29 04:00:00,5,Credit,False,East,270.64
TX001765,S005,C004,2025-04-29 22:00:00,8,Points,False,East,110.26
TX001766,S002,C006,2025-01-25 00:00:00,5,QR,True,East,153.25
TX001767,S001,C019,2025-03-03 00:00:00,1,Points,True,West,32.82
TX001768,S004,C002,2025-04-25 20:00:00,12,Points,True,East,586.89
TX001769,S005,C018,2025-04-05 16:00:00,13,Points,False,West,294.18
TX001770,S004,C010,2025-01-01 02:00:00,11,QR,False,East,280.3
TX001771,S002,C028,2025-02-20 06:00:00,14,Cash,True,East,149.99
TX001772,S004,C028,2025-01-29 02:00:00,11,QR,False,East,606.56
TX001773,S002,C004,2025-03-12 22:00:00,2,Cash,False,East,88.56
TX001774,S001,C029,2025-04-10 00:00:00,14,QR,True,West,323.99
TX001775,S002,C001,2025-01-08 18:00:00,6,Cash,False,North,326.25
TX001776,S002,C015,2025-03-03 16:00:00,3,Cash,False,South,42.99
TX001777,S005,C010,2025-03-18 14:00:00,8,QR,True,West,227.36
TX001778,S004,C018,2025-04-19 20:00:00,5,Points,True,West,190.9
TX001779,S005,C016,2025-04-12 20:00:00,3,Points,True,West,105.83
TX001780,S003,C013,2025-01-10 16:00:00,12,Cash,True,North,512.94
TX001781,S002,C026,2025-04-10 02:00:00,10,Credit,True,South,248.8
TX001782,S003,C015,2024-12-04 20:00:00,7,Credit,True,North,335.24
TX001783,S005,C002,2025-03-20 06:00:00,14,QR,True,South,423.81
TX001784,S004,C020,2025-02-03 18:00:00,8,QR,False,South,130.12
TX001785,S005,C004,2025-02-25 14:00:00,4,QR,True,South,188.08
TX001786,S004,C001,2025-01-29 04:00:00,13,Credit,False,North,722.76
TX001787,S004,C007,2025-01-03 08:00:00,13,Points,True,South,366.88
TX001788,S001,C023,2025-02-20 16:00:00,11,QR,False,East,434.31
TX001789,S002,C026,2025-03-03 10:00:00,9,QR,False,West,399.52
TX001790,S005,C011,2024-12-21 18:00:00,6,Points,False,South,309.46
TX001791,S004,C026,2025-01-02 12:00:00,14,Cash,False,West,278.6
TX001792,S005,C010,2024-12-28 20:00:00,1,QR,False,North,38.5
TX001793,S005,C001,2025-01-22 08:00:00,5,Credit,True,North,235.09
TX001794,S004,C011,2025-04-08 12:00:00,5,Credit,True,East,99.78
TX001795,S003,C024,2024-12-12 08:00:00,7,QR,True,South,235.37
TX001796,S002,C010,2025-02-12 12:00:00,7,Credit,False,West,232.53
TX001797,S002,C014,2025-01-27 06:00:00,6,Points,False,West,311.8
TX001798,S001,C014,2025-04-06 18:00:00,8,Cash,False,West,390.92
TX001799,S001,C007,2025-02-07 20:00:00,2,Cash,True,North,43.19
TX001800,S001,C023,2025-01-30 12:00:00,14,QR,False,South,303.07
TX001801,S002,C011,2025-04-05 00:00:00,13,QR,False,East,600.18
TX001802,S003,C022,2025-01-19 10:00:00,13,Cash,True,East,610.75
TX001803,S002,C028,2025-03-14 20:00:00,7,Cash,True,North,132.61
TX001804,S002,C004,2025-02-21 10:00:00,10,QR,True,South,305.59
TX001805,S002,C027,2024-12-31 22:00:00,7,Credit,False,East,359.02
TX001806,S002,C024,2025-02-16 20:00:00,4,QR,False,East,55.88
TX001807,S003,C002,2025-02-21 20:00:00,12,Points,True,North,344.34
TX001808,S001,C007,2025-01-03 10:00:00,10,QR,False,West,422.27
TX001809,S005,C019,2025-04-02 04:00:00,2,QR,False,East,97.11
TX001810,S001,C014,2025-04-06 02:00:00,4,QR,False,North,170.53
TX001811,S001,C019,2025-01-21 04:00:00,4,QR,False,East,119.5
TX001812,S005,C030,2025-03-19 00:00:00,12,QR,True,East,715.17
TX001813,S002,C007,2025-04-09 02:00:00,12,QR,False,North,144.92
TX001814,S003,C012,2025-03-09 12:00:00,6,Credit,False,North,208.43
TX001815,S003,C003,2025-03-08 22:00:00,14,QR,True,South,497.04
TX001816,S001,C015,2025-02-21 20:00:00,7,Cash,False,East,153.93
TX001817,S005,C005,2025-01-21 14:00:00,3,QR,False,West,113.81
TX001818,S004,C008,2024-12-16 14:00:00,10,Credit,True,West,210.03
TX001819,S002,C014,2025-03-04 10:00:00,1,Points,False,South,32.17
TX001820,S001,C029,2024-12-11 20:00:00,3,Cash,True,South,94.75
TX001821,S003,C004,2025-02-06 00:00:00,9,QR,False,North,437.91
TX001822,S005,C007,2025-03-10 12:00:00,1,QR,False,West,57.13
TX001823,S005,C007,2025-02-16 22:00:00,13,Cash,False,East,261.85
TX001824,S001,C018,2025-02-21 02:00:00,8,QR,True,North,476.61
TX001825,S004,C014,2024-12-16 04:00:00,2,Credit,False,East,114.03
TX001826,S003,C008,2025-02-20 20:00:00,6,QR,False,West,93.8
TX001827,S001,C026,2024-12-31 06:00:00,3,Points,True,North,166.85
TX001828,S004,C012,2024-12-04 04:00:00,7,Credit,False,East,267.6
