StudentID,Gender,Faculty,EducationLevel,GPA,StudyHours,ExtraActHours,NumFriends,LifeSatisfaction,ExerciseFreq,PersonalExpense
STU808,Male,Business,Grade 4,3.927138455,19,7,9,5,6,5684
STU809,Female,Science,Grade 4,2.750021115,11,5,15,2,5,10064
STU810,Male,Education,Grade 4,3.260723963,12,9,3,4,1,5211
STU811,Male,Science,Grade 6,3.286633339,13,3,18,4,4,6911
STU812,Male,Arts,Grade 6,2.419996625,16,7,4,2,4,8745
STU813,Male,Engineering,Grade 6,2.951614824,9,7,14,4,1,7223
STU814,Female,Science,Grade 4,3.602163132,11,6,5,5,3,7799
STU815,Female,Science,Grade 5,2.563382595,13,5,1,5,2,4816
STU816,Male,Arts,Grade 5,3.414482805,13,9,9,2,5,10211
STU817,Male,Engineering,Grade 5,2.834460014,12,5,19,5,3,8092
STU818,Male,Engineering,Grade 4,3.581827012,14,5,5,3,0,11115
STU819,Female,Education,Grade 5,3.873748471,13,3,18,5,1,10717
STU820,Male,Science,Grade 5,1.99608005,11,5,5,1,1,6347
STU821,Male,Engineering,Grade 5,2.330932455,24,4,14,2,0,8202
STU822,Female,Engineering,Grade 4,2.780745193,19,5,0,2,3,8995
STU823,Female,Business,Grade 5,3.73271221,15,2,7,4,4,8329
STU824,Male,Business,Grade 5,3.266233027,18,6,10,4,1,6990
STU825,Female,Engineering,Grade 4,2.377624201,11,4,13,4,3,8026
STU826,Female,Education,Grade 6,3.339460163,12,2,0,1,3,6065
STU827,Male,Engineering,Grade 5,2.543132634,20,4,13,5,4,9204
STU828,Female,Arts,Grade 6,3.435265967,11,2,9,2,0,9024
STU829,Male,Science,Grade 5,3.269482499,18,5,16,5,5,5315
STU830,Female,Education,Grade 4,2.540944093,17,4,10,4,3,12871
STU831,Male,Arts,Grade 6,2.967022783,10,3,9,2,7,8544
STU832,Male,Education,Grade 6,3.612341881,7,4,14,4,3,6764
STU833,Male,Arts,Grade 6,2.053981346,9,6,11,1,2,6714
STU834,Female,Science,Grade 6,3.150554404,19,5,2,2,1,10875
STU835,Male,Science,Grade 5,2.446550339,11,4,17,4,0,4702
STU836,Female,Business,Grade 5,2.991906195,16,4,6,4,2,8510
STU837,Male,Arts,Grade 6,3.228881118,13,6,10,4,3,10856
STU838,Male,Business,Grade 5,4,21,4,17,1,6,4611
STU839,Female,Arts,Grade 6,2.98685111,17,4,16,5,3,6432
STU840,Male,Business,Grade 6,3.73276283,16,5,15,5,2,7977
STU841,Male,Science,Grade 4,2.579750907,19,8,2,5,2,8534
STU842,Female,Education,Grade 6,2.752489969,13,5,12,1,6,9520
STU843,Male,Business,Grade 5,3.293529298,8,7,7,5,2,6824
STU844,Male,Arts,Grade 6,3.100880524,21,8,4,5,5,7948
STU845,Male,Arts,Grade 4,2.835790559,18,4,6,1,2,12508
STU846,Male,Science,Grade 5,2.822242777,14,3,18,2,4,8983
STU847,Female,Arts,Grade 4,3.666647278,9,3,18,4,2,4648
STU848,Female,Engineering,Grade 4,2.855778914,18,5,11,4,4,6739
STU849,Male,Education,Grade 6,2.48957534,17,2,8,1,9,3676
STU850,Female,Business,Grade 4,2.572562188,13,6,16,5,4,8564
STU851,Male,Education,Grade 4,3.334950568,13,7,9,3,5,6244
STU852,Female,Science,Grade 5,4,11,7,17,5,2,5355
STU853,Male,Business,Grade 4,2.738008658,12,2,0,3,2,5304
STU854,Male,Business,Grade 6,4,13,5,14,4,5,11531
STU855,Male,Engineering,Grade 6,2.994579616,13,6,10,1,4,8892
STU856,Male,Science,Grade 6,2.860093885,18,5,3,5,2,5729
STU857,Male,Arts,Grade 4,2.544861464,17,3,5,1,2,7117
STU858,Male,Engineering,Grade 5,2.9009931,13,4,12,5,4,8887
STU859,Female,Engineering,Grade 6,2.62192968,10,4,7,5,3,7010
STU860,Male,Education,Grade 4,2.581809588,13,3,6,5,1,8901
STU861,Female,Education,Grade 6,2.173974866,17,7,4,3,4,7868
STU862,Male,Education,Grade 6,3.883058342,12,5,4,1,3,9229
STU863,Female,Engineering,Grade 5,3.532192971,13,7,15,4,4,8265
STU864,Female,Arts,Grade 6,3.135800184,17,5,5,2,2,7158
STU865,Female,Business,Grade 5,2.927992019,23,2,15,3,2,8624
STU866,Male,Education,Grade 4,2.997209851,13,4,14,4,4,6450
STU867,Male,Arts,Grade 6,2.611545536,17,4,5,1,1,7364
STU868,Female,Science,Grade 4,2.43307425,21,2,7,2,5,8257
STU869,Male,Education,Grade 4,3.358707057,5,6,2,2,5,7440
STU870,Female,Business,Grade 4,2.868888652,18,4,8,1,6,9865
STU871,Male,Science,Grade 6,3.162867857,10,6,8,3,4,10282
STU872,Female,Science,Grade 5,2.168780518,16,4,4,5,2,5399
STU873,Female,Business,Grade 6,2.842285599,10,2,18,5,2,9000
STU874,Male,Education,Grade 4,2.423320098,13,4,15,5,4,9231
STU875,Female,Engineering,Grade 5,3.242027876,11,1,15,4,1,11862
STU876,Male,Business,Grade 4,3.497638926,15,9,17,1,6,12370
STU877,Female,Business,Grade 5,3.729849695,15,2,11,3,1,8361
STU878,Female,Business,Grade 6,2.685510134,17,5,15,1,7,8082
STU879,Male,Science,Grade 5,2.436050454,18,6,4,2,1,7935
STU880,Male,Arts,Grade 6,2.790703196,15,5,2,4,3,6959
STU881,Male,Engineering,Grade 4,2.650343539,22,4,6,3,0,8966
STU882,Female,Education,Grade 5,3.215616688,17,3,19,2,6,5387
STU883,Male,Education,Grade 4,2.298608854,13,7,13,5,8,9361
STU884,Female,Arts,Grade 5,2.122802469,16,2,15,5,2,8262
STU885,Female,Business,Grade 6,2.826775851,17,0,0,5,2,10369
STU886,Male,Engineering,Grade 5,3.363253032,16,5,4,1,6,6698
STU887,Male,Education,Grade 5,2.486271654,13,4,7,2,4,7092
STU888,Female,Education,Grade 6,3.424556648,16,3,1,3,4,11376
STU889,Female,Business,Grade 6,3.182668867,19,3,6,2,2,2967
STU890,Male,Arts,Grade 6,3.773397793,18,7,5,3,2,11536
STU891,Male,Engineering,Grade 5,2.598872667,11,6,9,4,3,4534
STU892,Male,Arts,Grade 4,2.196764067,17,5,2,4,1,10730
STU893,Male,Arts,Grade 5,3.29927088,20,4,5,3,0,7557
STU894,Male,Engineering,Grade 5,3.139937269,14,4,18,2,1,7299
STU895,Female,Engineering,Grade 4,3.101249004,18,6,1,3,4,10828
STU896,Female,Education,Grade 6,2.476086148,19,6,18,3,2,9292
STU897,Female,Education,Grade 5,3.387575304,15,3,16,5,2,12250
STU898,Female,Engineering,Grade 4,2.683287096,9,3,3,3,6,14270
STU899,Male,Science,Grade 6,3.101030239,8,3,2,5,8,6060
STU900,Male,Education,Grade 6,2.770215944,20,1,13,5,2,8797
STU901,Male,Science,Grade 5,3.177190795,18,6,2,3,5,7961
STU902,Female,Engineering,Grade 6,2.402434774,13,5,10,1,3,8027
STU903,Female,Education,Grade 6,3.249839154,15,6,9,2,3,6486
STU904,Male,Arts,Grade 4,3.32879463,21,3,2,3,6,3709
STU905,Male,Engineering,Grade 4,3.057989079,13,4,8,4,5,7649
STU906,Female,Business,Grade 6,3.821948363,20,6,15,3,4,8967
STU907,Female,Science,Grade 4,3.10358016,25,8,17,3,8,6709
STU908,Male,Engineering,Grade 6,3.45937688,13,5,4,4,4,10710
STU909,Male,Engineering,Grade 5,3.046208399,26,1,14,5,0,10550
STU910,Female,Education,Grade 4,3.414699432,10,4,15,5,5,7573
STU911,Male,Education,Grade 6,2.233347842,22,5,17,1,4,6895
STU912,Male,Education,Grade 6,3.016472399,17,5,5,3,1,11333
STU913,Male,Business,Grade 4,2.436532319,13,4,3,3,2,8848
STU914,Female,Education,Grade 4,3.070213598,15,5,12,2,2,6168
STU915,Female,Engineering,Grade 5,3.192096355,17,10,0,5,3,8082
STU916,Female,Education,Grade 6,3.403748807,13,3,1,3,3,10008
STU917,Female,Arts,Grade 5,3.244954963,9,4,14,2,1,10350
STU918,Female,Education,Grade 5,2.831573518,12,10,3,1,4,8401
STU919,Female,Business,Grade 5,2.623202256,15,2,12,2,2,8126
STU920,Female,Arts,Grade 4,1.82873825,14,3,13,5,0,9332
STU921,Male,Engineering,Grade 5,3.034426289,26,3,14,5,1,6979
STU922,Male,Engineering,Grade 4,3.568930857,11,6,7,1,4,12418
STU923,Male,Science,Grade 4,3.054196733,11,3,8,3,4,6934
STU924,Male,Arts,Grade 5,2.957624154,17,5,4,2,7,7791
STU925,Male,Science,Grade 5,3.071528644,15,11,2,3,2,7354
STU926,Male,Arts,Grade 6,2.8061453,15,6,6,3,7,9886
STU927,Male,Arts,Grade 5,3.097483943,14,1,7,3,3,13623
STU928,Female,Business,Grade 6,2.797518169,14,7,15,4,3,10796
STU929,Female,Science,Grade 5,2.5505593,20,3,16,1,3,7175
STU930,Male,Business,Grade 5,2.962350703,16,3,9,3,2,8922
STU931,Male,Arts,Grade 5,2.95144853,19,4,0,1,5,9201
STU932,Female,Engineering,Grade 5,3.937585044,19,5,18,3,7,7934
STU933,Male,Arts,Grade 6,2.597155003,14,5,17,2,4,6482
STU934,Male,Business,Grade 6,2.920279148,12,6,17,2,2,11148
STU935,Female,Science,Grade 5,2.871667337,21,7,19,1,2,10374
STU936,Male,Science,Grade 5,2.776158584,15,4,4,3,2,11565
STU937,Female,Business,Grade 6,3.25655262,17,8,10,1,3,11585
STU938,Male,Science,Grade 4,4,10,8,0,1,1,12681
STU939,Female,Education,Grade 4,2.839586402,12,8,10,4,0,9243
STU940,Female,Engineering,Grade 4,3.257947246,9,1,10,3,3,8710
STU941,Female,Engineering,Grade 6,2.043814005,21,6,4,4,2,8721
STU942,Male,Engineering,Grade 6,2.803235235,12,7,19,3,1,7864
STU943,Female,Science,Grade 4,3.77762057,18,0,17,5,2,11341
STU944,Male,Science,Grade 4,2.972509803,18,8,7,5,2,6166
STU945,Male,Arts,Grade 5,3.251170008,13,4,14,4,2,9836
STU946,Male,Arts,Grade 6,2.688624432,21,6,2,5,5,6295
STU947,Male,Engineering,Grade 6,3.128778596,20,4,15,4,3,4920
STU948,Female,Education,Grade 4,3.816388123,16,7,19,5,4,5082
STU949,Female,Arts,Grade 4,2.419958519,12,11,11,4,1,10225
STU950,Male,Arts,Grade 6,4,16,8,1,5,3,4636
STU951,Male,Science,Grade 5,2.227027909,18,10,19,1,0,6563
STU952,Female,Education,Grade 4,2.757249078,20,4,19,1,2,6827
STU953,Male,Engineering,Grade 6,2.582041408,17,4,12,1,1,4644
STU954,Female,Arts,Grade 6,2.863769509,15,5,18,3,2,5442
STU955,Male,Education,Grade 5,2.575548562,14,7,12,2,2,8519
STU956,Male,Education,Grade 5,2.537640168,7,3,17,4,3,8358
STU957,Female,Engineering,Grade 4,2.406626697,18,6,15,2,3,8985
STU958,Male,Education,Grade 4,3.322026814,13,5,9,1,2,11039
STU959,Female,Education,Grade 4,2.881021002,11,5,6,4,3,4959
STU960,Male,Education,Grade 6,2.75024479,12,4,1,4,4,12769
STU961,Male,Arts,Grade 4,3.141128455,13,3,3,3,3,6652
STU962,Male,Engineering,Grade 6,2.252682244,17,5,3,2,1,7862
STU963,Female,Education,Grade 4,3.153186272,15,7,0,2,3,7050
STU964,Male,Education,Grade 5,2.953115299,16,3,15,5,2,7241
STU965,Male,Arts,Grade 5,2.968481085,18,3,5,4,0,4346
STU966,Male,Engineering,Grade 6,3.259583375,12,5,18,1,3,7468
STU967,Male,Science,Grade 5,3.821762004,15,2,4,5,3,8630
STU968,Female,Arts,Grade 6,3.161487371,15,5,5,5,1,7837
STU969,Female,Engineering,Grade 6,2.900062746,17,4,6,4,3,6920
STU970,Male,Education,Grade 5,2.408677806,15,2,4,5,3,8792
STU971,Female,Engineering,Grade 6,1.804591037,19,3,0,4,0,7499
STU972,Male,Engineering,Grade 5,3.063942084,13,6,1,4,1,10678
STU973,Male,Engineering,Grade 4,2.37018333,20,8,9,5,1,8850
STU974,Male,Science,Grade 4,1.729868273,14,9,1,1,1,9159
STU975,Female,Engineering,Grade 5,2.824564788,13,5,19,5,5,11606
STU976,Female,Science,Grade 5,3.119740868,18,5,13,2,3,8305
STU977,Female,Education,Grade 5,3.372151908,17,3,6,4,1,8126
STU978,Female,Science,Grade 5,3.530625357,14,6,9,1,4,9439
STU979,Female,Education,Grade 4,3.437856082,21,4,7,3,5,8442
STU980,Female,Education,Grade 6,3.451287515,13,4,0,3,1,5726
STU981,Female,Science,Grade 6,2.265964994,11,5,7,5,2,7875
STU982,Female,Arts,Grade 4,2.925202181,18,2,15,3,0,6783
STU983,Female,Business,Grade 6,3.289917783,14,6,13,2,0,9274
STU984,Male,Engineering,Grade 4,3.023187308,10,3,18,5,5,5575
STU985,Female,Business,Grade 6,2.922425362,20,7,9,5,5,8727
STU986,Female,Engineering,Grade 5,3.01404501,5,2,17,1,5,3005
STU987,Female,Engineering,Grade 5,3.122766999,16,8,1,4,2,7798
STU988,Female,Education,Grade 5,2.961553147,16,7,4,5,3,9943
STU989,Female,Engineering,Grade 4,2.576860321,21,4,1,5,2,7260
STU990,Female,Engineering,Grade 4,2.148587946,17,2,19,5,1,9933
STU991,Female,Science,Grade 6,2.897986419,18,2,2,1,2,7987
STU992,Female,Business,Grade 6,3.028741377,18,10,8,5,5,10902
STU993,Female,Science,Grade 6,3.023289791,13,5,10,4,2,13197
STU994,Female,Engineering,Grade 4,3.476460532,7,5,15,4,3,11645
STU995,Female,Education,Grade 6,3.565303151,3,3,13,5,3,7790
STU996,Male,Science,Grade 5,2.947988598,12,5,13,1,2,8067
STU997,Male,Science,Grade 6,2.951567582,18,5,19,3,0,6169
STU998,Female,Arts,Grade 5,3.2865643,12,4,10,5,1,10351
STU999,Female,Engineering,Grade 4,3.21327419,14,7,10,5,1,10874
STU1000,Male,Education,Grade 5,2.778720899,20,2,17,2,1,6818
STU1001,Female,Science,Grade 5,3.329506918,13,7,10,1,2,8825
STU1002,Male,Science,Grade 5,2.926812796,9,6,13,4,4,6071
STU1003,Male,Education,Grade 4,2.937444631,10,1,18,1,0,4300
STU1004,Male,Engineering,Grade 4,3.216806898,13,7,17,1,3,11239
STU1005,Male,Arts,Grade 4,2.84941669,14,4,3,5,2,5056
STU1006,Male,Science,Grade 4,3.047336254,18,4,12,2,2,10643
STU1007,Female,Arts,Grade 6,3.148772153,19,1,1,5,3,7188
STU1008,Male,Business,Grade 4,3.40858928,12,5,18,1,2,7534
STU1009,Female,Engineering,Grade 5,3.37407029,21,5,8,5,6,8993
STU1010,Female,Business,Grade 4,3.133522238,14,5,10,1,1,8195
STU1011,Male,Business,Grade 6,1.695615633,8,7,16,4,0,9265
STU1012,Male,Business,Grade 6,3.12167541,18,3,4,5,1,5623
STU1013,Female,Engineering,Grade 6,3.198942964,18,7,8,5,4,7900
STU1014,Male,Engineering,Grade 5,3.300464424,14,1,15,4,5,8319
STU1015,Male,Education,Grade 4,2.521987519,15,4,11,5,4,7732
STU1016,Female,Arts,Grade 4,1.938961974,16,6,0,1,2,7205
STU1017,Female,Arts,Grade 4,3.403085005,20,3,16,3,3,10383
STU1018,Male,Education,Grade 5,2.387736703,18,3,13,5,1,8561
STU1019,Female,Education,Grade 5,3.611084772,21,3,6,4,2,6825
STU1020,Male,Business,Grade 6,2.710674057,18,3,15,4,2,6450
STU1021,Male,Education,Grade 6,2.486413521,13,6,14,3,0,3718
STU1022,Male,Science,Grade 4,3.174810986,23,3,3,1,2,7411
STU1023,Female,Arts,Grade 5,3.308088043,17,5,14,2,4,8073
STU1024,Female,Education,Grade 5,3.278289011,11,8,16,1,1,4566
STU1025,Female,Science,Grade 4,3.250805203,14,4,1,5,1,8693
STU1026,Female,Science,Grade 4,2.646104846,9,5,7,4,5,6560
STU1027,Female,Science,Grade 6,2.236545102,10,2,5,4,2,6022
STU1028,Male,Science,Grade 6,2.805167802,14,3,6,1,4,6491
STU1029,Male,Business,Grade 6,2.427146106,18,7,15,1,2,7219
STU1030,Male,Science,Grade 4,3.216274342,10,8,4,5,6,4247
STU1031,Male,Business,Grade 4,3.437123905,20,5,17,1,1,8673
STU1032,Female,Business,Grade 6,3.086348325,15,5,19,3,2,9392
STU1033,Male,Science,Grade 6,2.999527593,15,4,10,3,2,9054
STU1034,Female,Arts,Grade 5,2.844783711,8,5,1,2,3,6029
STU1035,Male,Science,Grade 5,3.490174635,12,2,6,4,4,7082
STU1036,Female,Science,Grade 6,2.084765631,17,8,14,5,4,6246
STU1037,Female,Science,Grade 6,2.39692448,8,5,8,5,2,12343
STU1038,Male,Arts,Grade 5,3.913366651,20,1,1,1,2,6824
STU1039,Male,Engineering,Grade 6,2.372520315,18,5,3,4,3,12951
STU1040,Male,Engineering,Grade 5,3.265518416,11,6,14,2,2,6226
STU1041,Male,Business,Grade 5,3.368395054,15,5,7,2,2,8308
STU1042,Female,Business,Grade 5,2.036874464,14,6,3,2,2,8122
STU1043,Male,Arts,Grade 4,2.132851062,10,10,7,4,3,8029
STU1044,Male,Education,Grade 4,3.63235717,22,4,6,2,4,9826
STU1045,Female,Engineering,Grade 6,2.513528167,14,7,12,3,1,7186
STU1046,Male,Business,Grade 5,2.52718419,17,4,4,1,4,11225
STU1047,Male,Engineering,Grade 4,2.739561926,13,6,19,2,3,6679
STU1048,Male,Arts,Grade 6,2.514758978,8,1,17,3,5,6387
STU1049,Male,Arts,Grade 6,3.263133839,13,5,18,3,2,6036
STU1050,Male,Education,Grade 6,2.40898122,18,3,10,5,3,6099
STU1051,Female,Education,Grade 6,2.017119736,17,7,5,1,2,9749
STU1052,Male,Arts,Grade 6,3.578178259,18,7,3,5,2,8464
STU1053,Male,Business,Grade 5,2.433544617,10,4,2,4,5,9483
STU1054,Male,Engineering,Grade 6,2.623990617,18,5,19,3,4,4680
STU1055,Male,Science,Grade 5,3.414928967,11,7,5,5,4,9507
STU1056,Male,Education,Grade 4,3.035121944,18,5,14,1,3,11866
STU1057,Female,Science,Grade 6,3.556170629,12,1,2,3,3,7927
STU1058,Male,Business,Grade 4,3.422571052,19,6,16,2,5,6176
STU1059,Female,Education,Grade 5,2.773284677,18,8,1,1,3,6715
STU1060,Female,Science,Grade 5,3.510959941,23,6,15,2,2,6107
STU1061,Male,Business,Grade 4,3.083886574,13,3,16,4,4,6086
STU1062,Male,Engineering,Grade 6,2.700806046,16,7,10,2,6,11084
STU1063,Male,Business,Grade 6,3.145200811,11,7,3,2,0,13061
STU1064,Male,Education,Grade 4,2.34526874,14,2,11,4,2,7452
STU1065,Female,Arts,Grade 4,3.416923851,18,5,7,4,4,7823
STU1066,Male,Engineering,Grade 4,3.352059394,13,7,2,2,4,7460
STU1067,Male,Science,Grade 6,3.060179221,16,5,10,3,2,4809
STU1068,Male,Education,Grade 6,2.040863488,17,6,12,3,4,7020
STU1069,Male,Arts,Grade 6,3.577202394,13,2,8,5,1,7741
STU1070,Male,Business,Grade 4,3.218546342,18,8,14,5,2,3288
STU1071,Male,Arts,Grade 6,2.988520827,12,6,11,4,3,4728
STU1072,Female,Education,Grade 5,2.90966676,12,5,9,1,1,9380
STU1073,Female,Education,Grade 4,2.731640386,15,7,3,2,2,9550
STU1074,Male,Arts,Grade 6,2.827764619,13,7,6,4,2,8851
STU1075,Male,Business,Grade 4,3.384608346,14,5,8,4,1,7184
STU1076,Male,Arts,Grade 5,2.741636979,19,7,5,4,5,6574
STU1077,Female,Education,Grade 5,2.862848929,15,6,6,3,5,6482
STU1078,Male,Education,Grade 4,2.936203362,15,8,16,1,5,7408
STU1079,Female,Science,Grade 4,2.949901369,12,8,3,3,5,5418
STU1080,Male,Science,Grade 5,2.691094042,17,9,1,5,2,8993
STU1081,Male,Engineering,Grade 4,2.914900278,18,7,16,4,3,9759
STU1082,Male,Education,Grade 5,3.171656973,15,0,6,3,5,10533
STU1083,Male,Science,Grade 5,2.5475977,9,5,10,4,2,11009
STU1084,Female,Arts,Grade 6,2.917214691,9,8,19,1,2,2231
STU1085,Female,Business,Grade 4,3.965492104,21,1,17,2,3,10574
STU1086,Male,Arts,Grade 4,2.96842783,18,4,6,3,6,8622
STU1087,Male,Business,Grade 6,2.534788478,11,4,17,1,1,6022
STU1088,Female,Science,Grade 5,2.476294091,18,1,18,2,2,6675
STU1089,Female,Engineering,Grade 4,2.367402464,19,5,13,4,4,7197
STU1090,Female,Arts,Grade 6,3.813558281,14,3,7,1,2,5817
STU1091,Female,Arts,Grade 6,3.504011195,9,5,6,5,3,7338
STU1092,Male,Arts,Grade 4,2.355187466,22,2,0,2,4,7226
STU1093,Female,Business,Grade 6,3.106853147,17,4,5,2,1,4859
STU1094,Male,Science,Grade 5,3.612418029,10,11,3,4,3,8568
STU1095,Female,Arts,Grade 6,2.979765944,14,8,15,5,5,10465
STU1096,Female,Arts,Grade 5,2.754192999,16,3,14,3,2,7502
STU1097,Female,Engineering,Grade 5,4,15,5,17,1,8,8297
STU1098,Female,Engineering,Grade 4,2.047327588,15,7,17,4,3,7027
STU1099,Female,Science,Grade 6,4,20,5,7,5,4,9130
STU1100,Male,Science,Grade 5,3.029999604,18,5,9,2,6,9833
STU1101,Male,Education,Grade 5,3.645215065,12,4,4,2,2,7327
STU1102,Female,Engineering,Grade 6,2.39969341,18,5,6,2,2,7351
STU1103,Female,Education,Grade 5,2.637207851,17,5,16,5,4,9611
STU1104,Male,Business,Grade 6,2.460021629,12,5,5,5,2,7669
STU1105,Female,Education,Grade 4,2.94948441,21,2,10,3,3,4013
STU1106,Female,Arts,Grade 5,3.15386307,17,3,9,1,5,7556
STU1107,Male,Education,Grade 5,3.533400998,15,4,6,2,1,7935
STU1108,Female,Science,Grade 6,2.144272201,13,6,6,3,2,6629
STU1109,Female,Business,Grade 6,3.078441969,14,5,9,5,3,7890
STU1110,Male,Arts,Grade 6,3.447454434,10,7,12,3,1,10151
STU1111,Male,Education,Grade 6,3.541092986,8,0,2,2,6,6618
STU1112,Male,Business,Grade 5,2.779740359,19,3,8,1,4,6796
STU1113,Female,Business,Grade 4,2.785961901,20,4,4,3,3,8482
STU1114,Male,Arts,Grade 4,2.95398773,16,3,15,5,2,8237
STU1115,Male,Education,Grade 4,3.093026352,13,6,10,4,5,7473
STU1116,Male,Business,Grade 4,3.651298906,11,7,17,4,4,6167
STU1117,Male,Business,Grade 6,2.394952186,17,6,14,3,2,6698
STU1118,Male,Engineering,Grade 5,2.606873138,16,5,4,5,2,12823
STU1119,Male,Business,Grade 5,2.334294345,12,3,7,3,4,5612
STU1120,Female,Engineering,Grade 5,3.213877043,9,2,7,3,2,6697
STU1121,Female,Education,Grade 6,3.550684096,15,6,18,4,2,8924
STU1122,Male,Education,Grade 5,2.289516623,12,7,4,3,1,13907
STU1123,Male,Education,Grade 6,3.044351653,23,6,3,4,1,7964
STU1124,Male,Science,Grade 5,3.51450162,18,6,19,5,7,8481
STU1125,Female,Education,Grade 4,3.392273401,15,4,17,5,5,5571
STU1126,Female,Business,Grade 6,3.386376929,18,2,11,5,1,5925
STU1127,Female,Arts,Grade 5,2.405062289,12,7,0,4,4,8227
STU1128,Female,Engineering,Grade 4,3.384717205,24,5,7,2,2,9293
STU1129,Female,Science,Grade 4,2.907037241,18,4,8,2,1,6781
STU1130,Female,Education,Grade 4,3.535080907,18,4,12,2,2,6463
STU1131,Female,Education,Grade 6,3.224583278,11,4,0,2,4,4983
STU1132,Female,Arts,Grade 6,2.592249618,9,3,5,5,0,9939
STU1133,Female,Arts,Grade 5,3.139405978,15,3,0,2,3,8832
STU1134,Male,Science,Grade 4,3.40925803,15,1,13,3,8,9959
STU1135,Male,Engineering,Grade 5,2.746817965,17,4,4,4,0,8090
STU1136,Male,Education,Grade 5,3.064400996,17,8,12,2,2,9638
STU1137,Male,Science,Grade 4,2.331695212,15,1,4,5,2,7203
STU1138,Female,Business,Grade 5,3.274515967,24,3,14,2,0,6828
STU1139,Female,Business,Grade 6,2.971868143,18,7,2,4,2,7192
STU1140,Male,Science,Grade 5,3.457043196,15,2,3,1,1,6952
STU1141,Female,Education,Grade 4,3.260433403,22,8,2,1,3,9096
STU1142,Male,Science,Grade 6,2.796413403,17,7,19,5,4,4870
STU1143,Female,Education,Grade 6,2.576815556,12,8,11,5,4,7876
STU1144,Male,Arts,Grade 5,2.461799916,11,7,13,5,4,4563
STU1145,Female,Science,Grade 5,2.746289,12,6,5,2,2,10441
STU1146,Female,Education,Grade 6,3.443548351,13,4,18,4,2,9245
STU1147,Male,Science,Grade 5,2.121866323,18,3,4,4,4,6360
STU1148,Female,Science,Grade 4,2.482137611,22,4,16,4,1,8610
STU1149,Male,Education,Grade 5,3.429499713,14,0,18,1,4,8790
STU1150,Male,Education,Grade 5,3.664476135,18,7,17,4,2,5004
STU1151,Male,Engineering,Grade 6,2.508420658,19,4,11,5,3,8271
STU1152,Male,Science,Grade 5,2.476595464,13,6,17,2,4,9117
STU1153,Female,Business,Grade 5,3.70358012,18,4,4,1,3,8725
STU1154,Female,Science,Grade 5,2.93820279,6,5,12,2,1,9587
STU1155,Female,Science,Grade 4,2.55272881,17,2,3,3,1,6392
STU1156,Male,Education,Grade 5,3.522308945,10,2,17,5,3,9438
STU1157,Female,Science,Grade 4,3.251740398,15,5,19,1,8,10811
STU1158,Male,Science,Grade 4,3.368327013,14,3,8,5,3,7872
STU1159,Female,Business,Grade 4,2.578780209,15,7,1,2,2,7643
STU1160,Female,Education,Grade 4,3.187412671,16,7,9,4,7,8122
STU1161,Female,Science,Grade 6,3.62314308,14,5,12,3,1,5910
STU1162,Male,Arts,Grade 4,3.32039718,23,3,5,5,4,9140
STU1163,Female,Engineering,Grade 5,3.459934959,13,1,19,3,1,7236
STU1164,Female,Business,Grade 4,3.701571275,23,7,7,2,6,8863
STU1165,Male,Science,Grade 5,3.21383486,16,4,12,5,3,10116
STU1166,Female,Arts,Grade 4,2.717439536,13,0,3,4,7,7902
STU1167,Male,Science,Grade 6,3.438555577,15,1,18,3,7,9397
STU1168,Female,Science,Grade 4,2.447147325,19,5,6,1,2,5636
STU1169,Male,Education,Grade 4,2.888840253,16,8,14,2,3,7642
STU1170,Male,Education,Grade 6,3.294039615,9,10,4,5,1,8950
STU1171,Female,Education,Grade 4,1.391310555,8,4,16,1,2,5591
STU1172,Male,Arts,Grade 5,3.126231683,11,5,18,4,5,10868
STU1173,Male,Science,Grade 4,3.149813036,10,8,4,4,0,9570
STU1174,Male,Engineering,Grade 4,2.432032539,19,4,10,3,3,6822
STU1175,Male,Business,Grade 4,3.162930296,23,6,3,2,4,7957
STU1176,Male,Education,Grade 6,3.094974251,12,6,13,5,3,7966
STU1177,Male,Education,Grade 4,3.01698589,18,5,3,1,3,7199
STU1178,Female,Science,Grade 4,3.594716902,17,6,3,5,0,4582
STU1179,Male,Science,Grade 5,3.439454678,13,9,1,1,1,6753
STU1180,Male,Arts,Grade 4,3.319991425,21,4,6,2,5,9401
STU1181,Female,Arts,Grade 4,2.487889235,14,5,18,4,1,8216
STU1182,Female,Education,Grade 4,2.991329332,18,4,0,4,1,9766
STU1183,Female,Science,Grade 4,3.59221737,14,7,11,5,3,6026
STU1184,Female,Engineering,Grade 5,2.892669089,16,9,18,5,2,9691
STU1185,Female,Business,Grade 5,3.77713101,19,5,11,3,2,9299
STU1186,Female,Science,Grade 6,3.334596703,16,6,8,1,4,6659
STU1187,Female,Science,Grade 4,3.854780281,14,3,6,3,3,8285
STU1188,Male,Arts,Grade 6,2.466333889,18,6,0,1,5,6664
STU1189,Male,Business,Grade 6,2.922671231,18,5,5,2,3,9081
STU1190,Female,Education,Grade 4,2.969934488,15,4,9,5,2,11307
STU1191,Male,Science,Grade 5,3.303086653,16,6,0,1,1,8425
STU1192,Male,Education,Grade 5,2.630701209,10,7,17,4,5,6276
STU1193,Male,Science,Grade 4,2.19619648,14,5,2,2,5,7355
STU1194,Female,Education,Grade 4,3.189098853,15,5,10,4,5,12846
